"","...1","fid","mean_elev","elev_band","geometry","aspect","canopy_height","slope","road_lenght"
"185",185,231,1459.87937330296,"1000-2000m","list(c(93.1695338771564",93.1696018284446,93.2200533868151,"93.2199652040103, 93.1695338771564, 27.0808708381404, 27.1260129526724, 27.1259430197756, 27.0808010403694, 27.0808708381404)),173.943495296217,31.5933367503844,28.3946872164784",0
"186",186,232,1107.34715334882,"1000-2000m","list(c(93.2199652040103",93.2200533868151,93.2705047385179,"93.2703963245526, 93.2199652040103, 27.0808010403694, 27.1259430197756, 27.1258549634698, 27.0807131542079, 27.0808010403694)),161.865658379607,28.7179411057331,25.3104103106987",0
"187",187,233,982.403233357261,"0-1000m","list(c(93.2703963245526",93.2705047385179,93.3209558361392,"93.3208271914513, 93.2703963245526, 27.0807131542079, 27.1258549634698, 27.1257487840679, 27.0806071799675, 27.0807131542079)),160.784940360446,28.4670783788586,25.0414580602007",0
"188",188,234,813.519239219132,"0-1000m","list(c(93.3208271914513",93.3209558361392,93.3714066322667,"93.3712577573758, 93.3208271914513, 27.0806071799675, 27.1257487840679, 27.1256244819465, 27.0804831180244, 27.0806071799675)),177.306762652833,27.1679222425343,26.228014868686",0
"189",189,235,1076.69729409194,"1000-2000m","list(c(93.3712577573758",93.3714066322667,93.4218570794899,"93.4216879749974, 93.3712577573758, 27.0804831180244, 27.1256244819465, 27.1254820575471, 27.0803409688186, 27.0804831180244)),201.256457476829,29.102249143645,27.1614621895026",0
"190",190,236,931.785868106489,"0-1000m","list(c(93.4216879749974",93.4218570794899,93.4723071304002,"93.4721177969891, 93.4216879749974, 27.0803409688186, 27.1254820575471, 27.1253215113752, 27.0801807328545, 27.0803409688186)),161.329655572675,29.7443510084278,25.7025520024926",0
"191",191,237,688.662544724123,"0-1000m","list(c(93.4721177969891",93.4723071304002,93.5227567375912,"93.5225471760263, 93.4721177969891, 27.0801807328545, 27.1253215113752, 27.1251428440006, 27.0800024107006, 27.0801807328545)),189.123463388526,28.5883157561469,25.6824785026204",0
"192",192,238,862.06941106707,"0-1000m","list(c(93.5225471760263",93.5227567375912,93.5732058536591,"93.5729760647868, 93.5225471760263, 27.0800024107006, 27.1251428440006, 27.1249460560575, 27.0798060029895, 27.0800024107006)),179.324457115665,28.536791696887,26.564831693499",0
"193",193,239,451.638619269062,"0-1000m","list(c(93.5729760647868",93.5732058536591,93.6236544312029,"93.6234044159511, 93.5729760647868, 27.0798060029895, 27.1249460560575, 27.1247311482445, 27.0795915104181, 27.0798060029895)),178.462322950993,20.0269224503095,18.8632327539028",90485.7260115699
"194",194,240,316.207865168539,"0-1000m","list(c(93.6234044159511",93.6236544312029,93.6741024228244,"93.673832182203, 93.6234044159511, 27.0795915104181, 27.1247311482445, 27.1244981213244, 27.0793589337472, 27.0795915104181)),164.782526982912,17.0785944695114,14.7469384981456",89594.5677757038
"195",195,241,196.679317124934,"0-1000m","list(c(93.673832182203",93.6741024228244,93.7245497811289,"93.7242593162292, 93.673832182203, 27.0793589337472, 27.1244981213244, 27.1242469761242, 27.0791082738019, 27.0793589337472)),177.306938484952,18.7269755211781,11.0264266243097",120685.533800125
"196",196,242,245.21900065541,"0-1000m","list(c(93.7242593162292",93.7245497811289,93.7749964587253,"93.7746857707203, 93.7242593162292, 27.0791082738019, 27.1242469761242, 27.1239777135354, 27.0788395314715, 27.0791082738019)),175.971571614371,24.6097402476838,13.2875950320047",14733.7976488776
"197",197,243,190.25107282595,"0-1000m","list(c(93.7746857707203",93.7749964587253,93.8254424082261,"93.8251114983706, 93.7746857707203, 27.0788395314715, 27.1239777135354, 27.1236903345136, 27.0785527077092, 27.0788395314715)),169.688355201252,19.7107363886254,10.5846768374444",40832.1309376449
"198",198,247,263.120562298656,"0-1000m","list(c(95.3373109408837",95.338247518743,95.3886474264439,"95.3876907060045, 95.3373109408837, 27.061547478048, 27.1066521895552, 27.1058040252381, 27.0607009520098, 27.061547478048)),185.152341037214,25.2545947583792,11.9287134997542",19360.4950603832
"199",199,248,338.045847507881,"0-1000m","list(c(95.3876907060045",95.3886474264439,95.4390450932727,"95.4380682341078, 95.3876907060045, 27.0607009520098, 27.1058040252381, 27.1049378089267, 27.0598364088209, 27.0607009520098)),179.732683692353,28.3554186319314,16.4053889465525",4125.26465280291
"200",200,249,380.041166006055,"0-1000m","list(c(95.4380682341078",95.4390450932727,95.4894404721178,"95.4884434781629, 95.4380682341078, 27.0598364088209, 27.1049378089267, 27.1040535436894, 27.0589538515421, 27.0598364088209)),182.102622427907,28.0425879750162,14.8833334222044",10792.7681467903
"201",201,250,468.392850417425,"0-1000m","list(c(95.4884434781629",95.4894404721178,95.5398335158805,"95.5388163911515, 95.4884434781629, 27.0589538515421, 27.1040535436894, 27.1031512326581, 27.0580532832977, 27.0589538515421)),190.723787437624,24.8151209406358,16.790864036388",9290.4120486276
"202",202,251,809.678193564495,"0-1000m","list(c(95.5388163911515",95.5398335158805,95.590224177475,"95.5891869260687, 95.5388163911515, 27.0580532832977, 27.1031512326581, 27.1022308790282, 27.0571347072752, 27.0580532832977)),183.298479993294,25.0140636973914,19.6446841007671",5107.18769672012
"203",203,252,895.60971879779,"0-1000m","list(c(95.5891869260687",95.590224177475,95.6406124098292,"95.6395550359228, 95.5891869260687, 27.0571347072752, 27.1022308790282, 27.101292486059, 27.0561981267259, 27.0571347072752)),192.565364414943,24.1255498047538,20.9267781958321",24805.8804989953
"204",204,253,1005.40913941372,"1000-2000m","list(c(95.6395550359228",95.6406124098292,95.6909981658844,"95.6899206737357, 95.6395550359228, 27.0561981267259, 27.101292486059, 27.1003360570729, 27.0552435449643, 27.0561981267259)),176.117034904339,29.2836559475015,23.4954811763796",1316.60625532104
"205",205,254,799.897599950064,"0-1000m","list(c(95.6899206737357",95.6909981658844,95.7413813985959,"95.7402837925433, 95.6899206737357, 27.0552435449643, 27.1003360570729, 27.0993615954563, 27.0542709653683, 27.0552435449643)),184.042073650301,25.3617254810838,21.3414951775291",10443.2508490497
"206",206,255,1108.6833432165,"1000-2000m","list(c(95.7402837925433",95.7413813985959,95.7917620609332,"95.7906443453953, 95.7402837925433, 27.0542709653683, 27.0993615954563, 27.0983691046588, 27.0532803913792, 27.0542709653683)),196.757019452417,29.4989042293385,24.5891258830024",14819.5156345639
"207",207,256,1571.07074257736,"1000-2000m","list(c(95.7906443453953",95.7917620609332,95.8421401058802,"95.841002285356, 95.7906443453953, 27.0532803913792, 27.0983691046588, 27.0973585881934, 27.0522718265013, 27.0532803913792)),178.956760892482,35.3345503911529,26.1133484416391",8247.43227444519
"208",208,257,1077.12755531975,"1000-2000m","list(c(95.841002285356",95.8421401058802,95.8925154864353,"95.8913575655044, 95.841002285356, 27.0522718265013, 27.0973585881934, 27.0963300496368, 27.0512452743027, 27.0522718265013)),155.700806923926,28.802832270646,23.6525200073499",16943.8401622646
"209",209,258,1175.94394575396,"1000-2000m","list(c(95.8913575655044",95.8925154864353,95.9428881556121,"95.9417101389342, 95.8913575655044, 27.0512452743027, 27.0963300496368, 27.0952834926289, 27.0502007384143, 27.0512452743027)),209.288142871526,30.0065263576199,22.8453897063281",3932.84015716506
"210",210,260,2090.50568978956,"2000-2500m","list(c(92.0092679969162",92.0088697819582,92.0593332727389,"92.0597112231708, 92.0092679969162, 27.1226195913063, 27.1677548537299, 27.1681023682128, 27.1229664351228, 27.1226195913063)),180.30554996387,30.1821054023922,26.2107097835116",18260.6237005519
"211",211,261,1910.26543365737,"1000-2000m","list(c(92.0597112231708",92.0593332727389,92.1097976486747,"92.1101553330529, 92.0597112231708, 27.1229664351228, 27.1681023682128, 27.1684317348321, 27.1232951660952, 27.1229664351228)),153.006391897752,31.109823339961,27.2839439839835",4496.1673026301
"212",212,262,2077.4978344109,"2000-2500m","list(c(92.1101553330529",92.1097976486747,92.1602628623108,"92.1606002791897, 92.1101553330529, 27.1232951660952, 27.1684317348321, 27.1687429524181, 27.1236057830571, 27.1232951660952)),207.72250300712,34.6633296912986,29.7082482208527",575.000554903331
"213",213,263,2442.40796616589,"2000-2500m","list(c(92.2110460142037",92.2107288661878,92.2611956128418,"92.2614924907127, 92.2110460142037, 27.1238982849059, 27.1690360198658, 27.1693109361347, 27.1241726706036, 27.1238982849059)),165.925177379185,33.4464549613798,23.2123856197716",12947.8271512094
"214",214,264,2335.04318624066,"2000-2500m","list(c(92.2614924907127",92.2611956128418,92.3116630548048,"92.3119396613306, 92.2614924907127, 27.1241726706036, 27.1693109361347, 27.1695677002484, 27.1244289391765, 27.1241726706036)),207.935751046098,30.9035521561337,25.628573213041",14795.2975500004
"215",215,265,2323.27396271421,"2000-2500m","list(c(92.3623874786673",92.3621311446045,92.4125998347655,"92.4128358953289, 92.3623874786673, 27.1246670897148, 27.1698063112951, 27.1700267684276, 27.1248871213734, 27.1246670897148)),185.552194509956,30.3574160725475,26.9265514695234",4460.61171414134
"216",216,266,2339.47980053024,"2000-2500m","list(c(92.4632848639184",92.4630690778086,92.5135388262516,"92.5137343370355, 92.4632848639184, 27.1250890333712, 27.1702290708628, 27.1704132178825, 27.1252728249915, 27.1250890333712)),197.354691276806,30.7206274403184,28.372337219868",4579.61000548101
"217",217,267,2016.62814638127,"2000-2500m","list(c(92.5137343370355",92.5135388262516,92.5640090326095,"92.564184267277, 92.5137343370355, 27.1252728249915, 27.1704132178825, 27.1705792088325, 27.125438495582, 27.1252728249915)),150.213637586252,31.5219358800702,30.4946428193765",10725.4729050402
"218",218,268,1028.76759148829,"1000-2000m","list(c(92.564184267277",92.5640090326095,92.6144796493947,"92.6146346072374, 92.564184267277, 27.125438495582, 27.1705792088325, 27.1707270431234, 27.1255860445547, 27.125438495582)),155.956422972998,31.7089399397917,30.5609189629981",10806.175564024
"219",219,269,646.701710642596,"0-1000m","list(c(92.6146346072374",92.6144796493947,92.6649506291172,"92.6650853095087, 92.6146346072374, 27.1255860445547, 27.1707270431234, 27.1708567202301, 27.1257154713857, 27.1255860445547)),173.317700228801,29.7878685746201,27.4464866493135",8789.58722093141
"220",220,270,629.8202874898,"0-1000m","list(c(92.6650853095087",92.6649506291172,92.715421924285,"92.7155363266807, 92.6650853095087, 27.1257154713857, 27.1708567202301, 27.170968239692, 27.1258267756156, 27.1257154713857)),185.542765010041,30.0524278908727,22.7378769047596",9006.48690563143
"221",221,271,805.568451446865,"0-1000m","list(c(92.7155363266807",92.715421924285,92.7658934874043,"92.7659876113418, 92.7155363266807, 27.1258267756156, 27.170968239692, 27.1710616011132, 27.1259199568492, 27.1258267756156)),181.806541171806,31.6766637942463,24.6997397040553",0
"222",222,272,786.096641838152,"0-1000m","list(c(92.7659876113418",92.7658934874043,92.8163652709799,"92.8164391160785, 92.7659876113418, 27.1259199568492, 27.1710616011132, 27.1711368041619, 27.1259950147559, 27.1259199568492)),185.135630604469,32.9045603132793,25.0504894434951",0
"223",223,273,1056.28510451321,"1000-2000m","list(c(92.8164391160785",92.8163652709799,92.8668372275152,"92.8668907934764, 92.8164391160785, 27.1259950147559, 27.1711368041619, 27.1711938485711, 27.1260519490692, 27.1259950147559)),181.028157410186,30.1017875810161,28.1007345182433",0
"224",224,274,1117.81197037223,"1000-2000m","list(c(92.8668907934764",92.8668372275152,92.9173093095127,"92.91734259612, 92.8668907934764, 27.1260519490692, 27.1711938485711, 27.1712327341382, 27.126090759587, 27.1260519490692)),170.120496794564,30.3987335185541,26.6519570759136",0
"225",225,275,925.306306021967,"0-1000m","list(c(92.91734259612",92.9173093095127,92.9677814694742,"92.9677944765929, 92.91734259612, 27.126090759587, 27.1712327341382, 27.1712534607251, 27.1261114461714, 27.126090759587)),184.594689726576,30.366203718317,25.7025517077063",0
"226",226,276,1129.12839746406,"1000-2000m","list(c(92.9677944765929",92.9677814694742,93.018253659901,"93.0182463874786, 92.9677944765929, 27.1261114461714, 27.1712534607251, 27.1712560282582, 27.1261140087491, 27.1261114461714)),179.779228277709,32.3812675509761,28.2329180036227",0
"227",227,277,1310.70890088507,"1000-2000m","list(c(93.0182463874786",93.018253659901,93.0687258332943,"93.0686982813602, 93.0182463874786, 27.1261140087491, 27.1712560282582, 27.1712404367283, 27.126098447311, 27.1261140087491)),184.875799312447,33.7311135223111,28.3106892368752",0
"228",228,278,1268.93599293019,"1000-2000m","list(c(93.0686982813602",93.0687258332943,93.1191979421554,"93.119150110821, 93.0686982813602, 27.126098447311, 27.1712404367283, 27.1712066861908, 27.1260647619122, 27.126098447311)),181.468902687996,33.6439099166577,27.6560189228525",0
"229",229,279,1346.59475236959,"1000-2000m","list(c(93.119150110821",93.1191979421554,93.1696699389859,"93.1696018284446, 93.119150110821, 27.1260647619122, 27.1712066861908, 27.1711547767656, 27.1260129526724, 27.1260647619122)),189.84856686805,33.0871179537869,23.216229781579",11835.3032970518
"230",230,280,1485.30606992656,"1000-2000m","list(c(93.1696018284446",93.1696699389859,93.220141776288,"93.2200533868151, 93.1696018284446, 27.1260129526724, 27.1711547767656, 27.171084708637, 27.1259430197756, 27.1260129526724)),186.582000135413,29.7636626476793,21.2920686269599",5437.1765923324
"231",231,281,1468.42586163363,"1000-2000m","list(c(93.2200533868151",93.220141776288,93.270613406565,"93.2705047385179, 93.2200533868151, 27.1259430197756, 27.171084708637, 27.170996482054, 27.1258549634698, 27.1259430197756)),164.307648278671,29.4786759705607,23.9350443146788",4870.20729937011
"232",232,282,1389.83864791915,"1000-2000m","list(c(93.2705047385179",93.270613406565,93.3210847823211,"93.3209558361392, 93.2705047385179, 27.1258549634698, 27.170996482054, 27.1708900973299, 27.1257487840679, 27.1258549634698)),190.97314468891,30.7980487732386,25.5611675017794",0
"233",233,283,1585.18201615958,"1000-2000m","list(c(93.3209558361392",93.3210847823211,93.3715558560621,"93.3714066322667, 93.3209558361392, 27.1257487840679, 27.1708900973299, 27.1707655548425, 27.1256244819465, 27.1257487840679)),177.838704983842,29.8035784592502,26.7099510591323",0
"234",234,284,1536.96174125918,"1000-2000m","list(c(93.3714066322667",93.3715558560621,93.4220265802956,"93.4218570794899, 93.3714066322667, 27.1256244819465, 27.1707655548425, 27.1706228550341, 27.1254820575471, 27.1256244819465)),181.112696883258,29.7856912665163,24.6986325173898",0
"235",235,285,1354.4122465633,"1000-2000m","list(c(93.4218570794899",93.4220265802956,93.4724969075308,"93.4723071304002, 93.4218570794899, 27.1254820575471, 27.1706228550341, 27.1704619984116, 27.1253215113752, 27.1254820575471)),182.962112164095,31.4918659300792,27.9382339880941",0
"236",236,286,1525.69318899129,"1000-2000m","list(c(93.4723071304002",93.4724969075308,93.5229667902796,"93.5227567375912, 93.4723071304002, 27.1253215113752, 27.1704619984116, 27.1702829855462, 27.1251428440006, 27.1253215113752)),191.680163942623,30.5135403484863,30.8072994923194",0
"237",237,287,1174.21294959513,"1000-2000m","list(c(93.5227567375912",93.5229667902796,93.5734361810562,"93.5732058536591, 93.5227567375912, 27.1251428440006, 27.1702829855462, 27.1700858170737, 27.1249460560575, 27.1251428440006)),165.266741009583,31.5840344461059,27.8663996373297",0
"238",238,288,895.407538760906,"0-1000m","list(c(93.5732058536591",93.5734361810562,93.6239050323774,"93.6236544312029, 93.5732058536591, 27.1249460560575, 27.1700858170737, 27.1698704936943, 27.1247311482445, 27.1249460560575)),190.22985196766,29.8364158990519,28.4577762800075",0
"239",239,289,715.579093548794,"0-1000m","list(c(93.6236544312029",93.6239050323774,93.6743732967634,"93.6741024228244, 93.6236544312029, 27.1247311482445, 27.1698704936943, 27.1696370161727, 27.1244981213244, 27.1247311482445)),161.699984506834,29.4707783098728,26.5436419262077",0
"240",240,290,330.928410018204,"0-1000m","list(c(93.6741024228244",93.6743732967634,93.7248409267374,"93.7245497811289, 93.6741024228244, 27.1244981213244, 27.1696370161727, 27.169385385338, 27.1242469761242, 27.1244981213244)),165.335524270003,21.8756558369488,19.3118354969173",36119.374620476
"241",241,291,172.762569832402,"0-1000m","list(c(93.7245497811289",93.7248409267374,93.7753078748264,"93.7749964587253, 93.7245497811289, 27.1242469761242, 27.169385385338, 27.1691156020837, 27.1239777135354, 27.1242469761242)),178.236514551007,15.286738532044,8.1619746745632",148800.566560159
"242",242,292,190.470537818727,"0-1000m","list(c(93.7749964587253",93.7753078748264,93.8257740935611,"93.8254424082261, 93.7749964587253, 27.1239777135354, 27.1691156020837, 27.168827667368, 27.1236903345136, 27.1239777135354)),177.67795266201,20.5761513721777,9.33922468242286",31393.2488082891
"243",243,296,282.391727405248,"0-1000m","list(c(95.4390450932727",95.4400242404235,95.4904398011575,"95.4894404721178, 95.4390450932727, 27.1049378089267, 27.1500388867795, 27.1491529122511, 27.1040535436894, 27.1049378089267)),186.101527528315,28.2553770418711,10.3837872066763",12734.464564236
"244",244,297,481.502524933721,"0-1000m","list(c(95.4894404721178",95.4904398011575,95.5408530227798,"95.5398335158805, 95.4894404721178, 27.1040535436894, 27.1491529122511, 27.1482488570732, 27.1031512326581, 27.1040535436894)),199.850942069198,27.1491895457975,15.6775469615812",21302.578223277
"245",245,298,772.969462055113,"0-1000m","list(c(95.5398335158805",95.5408530227798,95.5912638581239,"95.590224177475, 95.5398335158805, 27.1031512326581, 27.1482488570732, 27.1473267244492, 27.1022308790282, 27.1031512326581)),185.101430256859,27.0970420564459,18.3064203802592",3360.38798845669
"246",246,299,815.147824995292,"0-1000m","list(c(95.590224177475",95.5912638581239,95.6416722600369,"95.6406124098292, 95.590224177475, 27.1022308790282, 27.1473267244492, 27.1463865176463, 27.101292486059, 27.1022308790282)),184.12942924084,26.7081820208727,21.5679181221919",44.4854396031942
"247",247,300,838.788631485923,"0-1000m","list(c(95.6406124098292",95.6416722600369,95.6920781813791,"95.6909981658844, 95.6406124098292, 27.101292486059, 27.1463865176463, 27.1454282399952, 27.1003360570729, 27.101292486059)),169.176915174006,27.0828831590888,21.2818042252257",12865.1832091091
"248",248,301,558.845552696002,"0-1000m","list(c(95.6909981658844",95.6920781813791,95.7424815750253,"95.7413813985959, 95.6909981658844, 27.1003360570729, 27.1454282399952, 27.1444518948904, 27.0993615954563, 27.1003360570729)),171.8992245904,20.6523638749045,15.9886475202762",38941.4432210484
"249",249,302,703.499121210219,"0-1000m","list(c(95.7413813985959",95.7424815750253,95.792882393864,"95.7917620609332, 95.7413813985959, 27.0993615954563, 27.1444518948904, 27.1434574857899, 27.0983691046588, 27.0993615954563)),208.080188157607,24.7204809180384,20.1383589410033",20582.3844403247
"250",250,303,970.921285191264,"0-1000m","list(c(95.7917620609332",95.792882393864,95.8432805907986,"95.8421401058802, 95.7917620609332, 27.0983691046588, 27.1434574857899, 27.1424450162156, 27.0973585881934, 27.0983691046588)),174.965829648235,28.6363191744308,25.5110993375483",10319.9775569802
"251",251,304,1335.54704663863,"1000-2000m","list(c(95.8421401058802",95.8432805907986,95.893676118747,"95.8925154864353, 95.8421401058802, 27.0973585881934, 27.1424450162156, 27.1414144897527, 27.0963300496368, 27.0973585881934)),169.194050533036,32.2786737987929,24.2501785224282",0
"252",252,305,807.968911753566,"0-1000m","list(c(95.8925154864353",95.893676118747,95.9440689306421,"95.9428881556121, 95.8925154864353, 27.0963300496368, 27.1414144897527, 27.1403659100501, 27.0952834926289, 27.0963300496368)),184.748754946792,26.6017497647016,24.3011425850972",5900.45579069773
"253",253,306,1167.22857584422,"1000-2000m","list(c(95.9428881556121",95.9440689306421,95.9944589794321,"95.9932580664393, 95.9428881556121, 27.0952834926289, 27.1403659100501, 27.1392992808201, 27.094218920873, 27.0952834926289)),215.687053100159,32.6084533907401,23.0365491158624",0
"254",254,310,2458.94213364144,"2000-2500m","list(c(92.0593332727389",92.0589544371511,92.1094391265953,"92.1097976486747, 92.0593332727389, 27.1681023682128, 27.2132380059194, 27.2135680086835, 27.1684317348321, 27.1681023682128)),167.268046678782,28.1873070292488,29.3205290000093",0
"255",255,311,2332.95147824995,"2000-2500m","list(c(92.2107288661878",92.2104109753943,92.2608980396614,"92.2611956128418, 92.2107288661878, 27.1690360198658, 27.2141734608545, 27.2144489081103, 27.1693109361347, 27.1690360198658)),161.604695177681,32.7395137787287,26.8293989052034",23330.7331049691
"256",256,312,2248.76832807965,"2000-2500m","list(c(92.2611956128418",92.2608980396614,92.3113858004414,"92.3116630548048, 92.2611956128418, 27.1693109361347, 27.2144489081103, 27.2147061681533, 27.1695677002484, 27.1693109361347)),191.054308417188,29.0008351918931,28.69232011683",19871.2627169083
"257",257,313,2151.79932207645,"2000-2500m","list(c(92.3116630548048",92.3113858004414,92.3618742101801,"92.3621311446045, 92.3116630548048, 27.1695677002484, 27.2147061681533, 27.2149452400694, 27.1698063112951, 27.1695677002484)),174.51700437798,26.7353206865402,28.9668044077748",38003.0796528358
"258",258,314,1827.03189663244,"1000-2000m","list(c(92.3621311446045",92.3618742101801,92.4123632213195,"92.4125998347655, 92.3621311446045, 27.1698063112951, 27.2149452400694, 27.2151661230093, 27.1700267684276, 27.1698063112951)),178.665176704017,22.5702562223657,25.9469035907536",61841.2056840584
"259",259,315,2008.11266814394,"2000-2500m","list(c(92.4125998347655",92.4123632213195,92.4628527862984,"92.4630690778086, 92.4125998347655, 27.1700267684276, 27.2151661230093, 27.2153688161882, 27.1702290708628, 27.1700267684276)),188.8598090869,30.0664758289196,25.3005000222896",10306.4368678165
"260",260,316,1640.62770698638,"1000-2000m","list(c(92.4630690778086",92.4628527862984,92.5133428575525,"92.5135388262516, 92.4630690778086, 27.1702290708628, 27.2153688161882, 27.2155533188857, 27.1704132178825, 27.1702290708628)),166.209735180669,24.4430845122859,25.4015225926666",47866.2017241129
"261",261,317,1622.30988421085,"1000-2000m","list(c(92.5135388262516",92.5133428575525,92.5638333875144,"92.5640090326095, 92.5135388262516, 27.1704132178825, 27.2155533188857, 27.2157196304463, 27.1705792088325, 27.1704132178825)),173.488592979464,30.9715457598787,28.4602406895875",8599.02263314198
"262",262,318,1368.02565463001,"1000-2000m","list(c(92.5640090326095",92.5638333875144,92.6143243286143,"92.6144796493947, 92.5640090326095, 27.1705792088325, 27.2157196304463, 27.2158677502791, 27.1707270431234, 27.1705792088325)),187.97533845236,30.8169760450246,26.3544805748215",35704.7991263303
"263",263,319,1400.553009855,"1000-2000m","list(c(92.6144796493947",92.6143243286143,92.6648156332801,"92.6649506291172, 92.6144796493947, 27.1707270431234, 27.2158677502791, 27.2159976778577, 27.1708567202301, 27.1707270431234)),187.841667102987,33.8375417562806,29.5345833185716",12872.4959344445
"264",264,320,977.303704628445,"0-1000m","list(c(92.6649506291172",92.6648156332801,92.7153072539374,"92.715421924285, 92.6649506291172, 27.1708567202301, 27.2159976778577, 27.2161094127205, 27.170968239692, 27.1708567202301)),157.596472529798,28.0836815191774,26.2110274832212",39789.0620589069
"265",265,321,640.204893729909,"0-1000m","list(c(92.715421924285",92.7153072539374,92.7657991430104,"92.7658934874043, 92.715421924285, 27.170968239692, 27.2161094127205, 27.2162029544704, 27.1710616011132, 27.170968239692)),182.190615932582,31.8108403123533,25.5357158580792",2214.02357422392
"266",266,322,794.385192392191,"0-1000m","list(c(92.7658934874043",92.7657991430104,92.8162912529213,"92.8163652709799, 92.7658934874043, 27.1710616011132, 27.2162029544704, 27.2162783027749, 27.1711368041619, 27.1710616011132)),191.078022744648,32.6956106040852,30.5709376426188",0
"267",267,323,908.137324053556,"0-1000m","list(c(92.8163652709799",92.8162912529213,92.8667835360916,"92.8668372275152, 92.8163652709799, 27.1711368041619, 27.2162783027749, 27.2163354573664, 27.1711938485711, 27.1711368041619)),185.315296590094,32.5320354680046,33.3551957271968",0
"268",268,324,712.894354108798,"0-1000m","list(c(92.8668372275152",92.8667835360916,92.9172759449413,"92.9173093095127, 92.8668372275152, 27.1711938485711, 27.2163354573664, 27.2163744180418, 27.1712327341382, 27.1711938485711)),179.148429234693,32.0999597234136,29.5409541693039",0
"269",269,325,1086.24351892537,"1000-2000m","list(c(92.9173093095127",92.9172759449413,92.96776843189,"92.9677814694742, 92.9173093095127, 27.1712327341382, 27.2163744180418, 27.2163951846625, 27.1712534607251, 27.1712327341382)),208.805768380073,33.1197271750739,28.6826659630851",0
"270",270,326,1399.58387690771,"1000-2000m","list(c(92.9677814694742",92.96776843189,93.0182609493568,"93.018253659901, 92.9677814694742, 27.1712534607251, 27.2163951846625, 27.2163977571548, 27.1712560282582, 27.1712534607251)),173.510671586495,32.8361265594469,27.6544332759544",0
"271",271,327,1360.21088605225,"1000-2000m","list(c(93.018253659901",93.0182609493568,93.0687534497606,"93.0687258332943, 93.018253659901, 27.1712560282582, 27.2163977571548, 27.2163821355095, 27.1712404367283, 27.1712560282582)),184.564722714604,33.5585861643991,28.2820874709336",193.241363921379
"272",272,328,1542.98003891783,"1000-2000m","list(c(93.0687258332943",93.0687534497606,93.1192458855205,"93.1191979421554, 93.0687258332943, 27.1712404367283, 27.2163821355095, 27.2163483197822, 27.1712066861908, 27.1712404367283)),185.802712013031,32.6658401818267,25.2792241307514",3387.0062831264
"273",273,329,1457.07524733935,"1000-2000m","list(c(93.1191979421554",93.1192458855205,93.1697382090557,"93.1696699389859, 93.1191979421554, 27.1712066861908, 27.2163483197822, 27.216296310093, 27.1711547767656, 27.1712066861908)),173.544946564727,30.1986464830826,18.1826707338016",18720.307223152
"274",274,330,1735.900003121,"1000-2000m","list(c(93.1696699389859",93.1697382090557,93.2202303727863,"93.220141776288, 93.1696699389859, 27.1711547767656, 27.216296310093, 27.2162261066268, 27.171084708637, 27.1711547767656)),209.399837586698,32.3138378660984,23.5794861146676",10029.8378607376
"275",275,331,1673.85575293453,"1000-2000m","list(c(93.220141776288",93.2202303727863,93.2707223291331,"93.270613406565, 93.220141776288, 27.171084708637, 27.2162261066268, 27.216137709633, 27.170996482054, 27.171084708637)),170.246211370347,28.647565823513,17.9383432096658",16387.0711033113
"276",276,332,1549.23379420118,"1000-2000m","list(c(93.270613406565",93.2707223291331,93.3212140305184,"93.3210847823211, 93.270613406565, 27.170996482054, 27.216137709633, 27.2160311194257, 27.1708900973299, 27.170996482054)),184.508466948164,28.8366791361479,19.8775807114246",17710.3705057971
"277",277,333,1463.78375494319,"1000-2000m","list(c(93.3210847823211",93.3212140305184,93.3717054293655,"93.3715558560621, 93.3210847823211, 27.1708900973299, 27.2160311194257, 27.2159063363837, 27.1707655548425, 27.1708900973299)),164.686933166174,31.5216162999743,21.9462566540728",10953.8320617431
"278",278,334,1465.58440747792,"1000-2000m","list(c(93.3715558560621",93.3717054293655,93.4221964780998,"93.4220265802956, 93.3715558560621, 27.1707655548425, 27.2159063363837, 27.2157633609505, 27.1706228550341, 27.1707655548425)),200.461007158297,30.3241327629812,20.3807967690247",7410.1533662955
"279",279,335,1661.62407540339,"1000-2000m","list(c(93.4220265802956",93.4221964780998,93.4726871291484,"93.4724969075308, 93.4220265802956, 27.1706228550341, 27.2157633609505, 27.215602193634, 27.1704619984116, 27.1706228550341)),180.340064255283,33.6259989742458,22.7871351848749",0
"280",280,336,1452.46877157743,"1000-2000m","list(c(93.4724969075308",93.4726871291484,93.5231773349408,"93.5229667902796, 93.4724969075308, 27.1704619984116, 27.215602193634, 27.2154228350069, 27.1702829855462, 27.1704619984116)),198.362018160961,31.674417631379,22.6000891818303",11239.3446317097
"281",281,337,1530.21531787397,"1000-2000m","list(c(93.5229667902796",93.5231773349408,93.573667047909,"93.5734361810562, 93.5229667902796, 27.1702829855462, 27.2154228350069, 27.2152252857067, 27.1700858170737, 27.1702829855462)),185.669103532225,34.0251148987189,29.2485206633578",0
"282",282,338,1032.43372553915,"1000-2000m","list(c(93.5734361810562",93.573667047909,93.6241562204877,"93.6239050323774, 93.5734361810562, 27.1700858170737, 27.2152252857067, 27.2150095464351, 27.1698704936943, 27.1700858170737)),170.809821187677,28.9618182953135,27.4772687255409",7120.72650823907
